Title,Url,Protein,Rating (1-5),Notes
Slow-Cooker Lentil, Carrot & Potato Soup,https://www.eatingwell.com/recipe/276956/slow-cooker-lentil-carrot-potato-soup/,veggie,0,
Farmer’s Market Quesadillas,https://www.mybakingaddiction.com/farmers-market-quesadillas/,veggie,0,
Thai Red Curry with Vegetables,https://cookieandkate.com/thai-red-curry-recipe/,veggie,0,
Spicy Peanut Soup with Sweet Potato + Kale,https://pinchofyum.com/sweet-potato-peanut-soup,veggie,0,
Red Curry Noodles,https://pinchofyum.com/red-curry-noodles,veggie,0,
California Roasted Sweet Potato Kale Salad,https://www.ambitiouskitchen.com/sweet-potato-kale-salad/,veggie,0,
Roasted Rainbow Vegetable Pasta with Cashew Pesto + Goat Cheese,https://www.ambitiouskitchen.com/roasted-veggie-mediterranean-pasta-goat-cheese/,veggie,0,
Summer Glow Strawberry Kale Salad,https://www.ambitiouskitchen.com/strawberry-kale-salad/,veggie,0,
Roasted Veggie and Grain Bowl,https://www.loveandlemons.com/grain-bowl/,veggie,0,
Instant Pot Lentil Soup,https://www.loveandlemons.com/instant-pot-lentil-soup/,veggie,0,
Renewing Rainbow Kale Salad,https://www.makingthymeforhealth.com/rainbow-kale-salad-recipe/,veggie,0,
Sweet Potato Grain Bowls with Green Tahini Sauce,https://www.budgetbytes.com/sweet-potato-grain-bowls-green-tahini-sauce/,veggie,0,
Spicy Peanut Tofu Bowls,https://pinchofyum.com/spicy-peanut-tofu-bowls,veggie,0,
Farmers’ Market Pasta with Walnut Pesto,https://pinchofyum.com/farmers-market-pasta-with-walnut-pesto,veggie,0,
Cheese Tortellini in Creamy Marinara,https://www.acouplecooks.com/cheese-tortellini/,veggie,0,
Couscous Salad with Lime Basil Vinaigrette,https://pinchofyum.com/couscous-salad-with-lime-basil-vinaigrette,veggie,0,
Easy Veggie Enchiladas,https://pinchofyum.com/easy-veggie-enchiladas,veggie,0,
Creamy Coconut Lentil Curry,https://www.theendlessmeal.com/creamy-coconut-lentil-curry/,veggie,0,
Cozy Veggie Korma,https://pinchofyum.com/cozy-veggie-korma,veggie,0,
Simple Green Salad,https://pinchofyum.com/simple-green-salad,veggie,0,
Healthy Thai Coconut Quinoa Bowls,https://fitfoodiefinds.com/healthy-thai-coconut-quinoa-bowls/,veggie,0,
Quick & Easy Chickpea, Tofu and Spinach Curry,https://www.cocooncooks.com/blog-en/quick-easy-chickpea-curry,veggie,0,
15 Minute Thai Red Curry Ramen Recipe,https://iamafoodblog.com/15-minute-thai-red-curry-ramen-recipe/,veggie,0,
Perfect Fried Rice,https://www.delish.com/uk/cooking/recipes/a30413128/how-to-make-fried-rice/,veggie,0,
Sweet Potato Chickpea Buddha Bowl,https://minimalistbaker.com/sweet-potato-chickpea-buddha-bowl/,veggie,0,
Creamy Thai Sweet Potato Curry,https://pinchofyum.com/creamy-thai-sweet-potato-curry,veggie,0,
Corn, Avocado, and Quinoa Salad with Marinated Tomatoes,https://pinchofyum.com/corn-avocado-and-quinoa-salad-with-marinated-tomatoes,veggie,0,
Emerald Dal,https://www.feastingathome.com/lentil-dal-with-spinach/,veggie,0,
Farmers Market Veggie Enchiladas,https://www.feastingathome.com/vegetarian-enchiladas/,veggie,0,
Sun-Dried Tomato, Spinach and Quinoa Salad,https://cookieandkate.com/sun-dried-tomato-spinach-quinoa-salad-recipe/,veggie,0,
Warm Lentils with Roasted Beets, Wilted Chard & Goat Cheese,https://www.feastingathome.com/warm-lentils-wilted-chard-roasted-beets-and-goat-cheese/,veggie,0,
Kimchi Burritos,https://www.feastingathome.com/kimchi-burrito/,veggie,0,
Celery Salad with Lentils, Dates and Almonds,https://www.feastingathome.com/celery-salad/,veggie,0,
Lemony Chickpea Quinoa Salad,https://www.feastingathome.com/chickpea-quinoa-salad/,veggie,0,
Thai Green Curry,https://www.feastingathome.com/thai-green-curry/,veggie,0,
No-Fry Sheet-Pan Eggplant Parmesan,https://www.foodnetwork.com/recipes/food-network-kitchen/no-fry-sheet-pan-eggplant-parmesan-3543388,veggie,0,
Creamy Parm Tomato Soup,https://www.delish.com/cooking/recipe-ideas/recipes/a55557/creamy-parm-tomato-soup-recipe/,veggie,0,
Baked Tandoori Chicken (or Tofu) and Veggies,https://www.feastingathome.com/sheet-pan-tandoori-bake/,veggie,0,
Chipotle Tahini Bowls,https://pinchofyum.com/chipotle-tahini-bowls,veggie,0,
Roasted Vegetable Baked Penne,https://www.budgetbytes.com/roasted-vegetable-baked-penne/,veggie,0,
Classic Minestrone Soup,https://cookieandkate.com/classic-minestrone-soup-recipe/,veggie,0,
Brussels Sprouts Parmesan Pasta,https://www.gimmesomeoven.com/brussels-sprouts-parmesan-pasta/,veggie,0,
Five Spice Tofu with Sesame Noodles,https://www.gimmesomeoven.com/five-spice-tofu-with-sesame-noodles/,veggie,0,
Butternut Squash Quiche,https://www.gimmesomeoven.com/butternut-squash-quiche/,veggie,0,
Can’t-Believe-It’s-Vegetarian Chili,https://www.gimmesomeoven.com/vegetarian-chili/,veggie,0,
Chipotle Black Bean Roasted Veggie Enchilada Casserole,https://www.ambitiouskitchen.com/chipotle-black-bean-vegetarian-enchilada-casserole/,veggie,0,
Easy Veggie Quesadillas,https://www.gimmesomeoven.com/easy-veggie-quesadillas-recipe/,veggie,0,
Kung Pao Chickpea & Brussels Sprouts Stir-Fry,https://www.ambitiouskitchen.com/kung-pao-chickpea-brussels-sprouts-stir-fry/,veggie,0,
Chickpea Spinach Curry,https://www.thefieryvegetarian.com/chickpea-spinach-curry/,veggie,0,
Butternut Squash, Chickpea & Lentil Moroccan Stew,https://www.ambitiouskitchen.com/butternut-squash-chickpea-lentil-moroccan-stew/,veggie,0,
Slow Cooker Minestrone Soup,https://momtomomnutrition.com/food-and-recipes/slow-cooker-minestrone-soup/,veggie,0,
Spicy Black Bean Soup,https://cookieandkate.com/spicy-vegan-black-bean-soup/,veggie,0,
Roasted Eggplant and Brown Rice Bowl with Turmeric Tahini,https://www.thekitchn.com/recipe-roasted-eggplant-and-brown-rice-bowl-with-turmeric-tahini-243324,veggie,0,
Slow-Cooker Spinach-Mushroom Tortellini,https://www.bettycrocker.com/recipes/slow-cooker-spinach-mushroom-tortellini/7640587d-9be9-4c20-983e-222ca48aa6ae,veggie,0,
Instant Pot Lentil Soup,https://www.thekitchn.com/instant-pot-lentil-soup-23105244,veggie,0,
Zucchini Stir Fry,https://www.wellplated.com/zucchini-stir-fry/#wprm-recipe-container-52533,veggie,0,
Penne with Veggies and Black Beans,https://www.tasteofhome.com/recipes/penne-with-veggies-and-black-beans/,veggie,0,
Chana Masala,https://www.feastingathome.com/chana-masala/,veggie,0,
Spaghetti Squash and Broccoli Alfredo,https://www.spoonforkbacon.com/spaghetti-squash-and-broccoli-alfredo/,veggie,0,
Garlic Chili Tofu with Sesame Broccolini,https://www.feastingathome.com/chili-garlic-tofu-with-sesame-brocolini/,veggie,0,
Eggplant Chickpea Tagine,https://www.feastingathome.com/eggplant-chickpea-tagine/,veggie,0,
Mediterranean Quinoa Bowls with Roasted Red Pepper Sauce,https://pinchofyum.com/mediterranean-quinoa-bowls-with-roasted-red-pepper-sauce,veggie,0,
Instant Pot Red Curry Lentils,https://pinchofyum.com/instant-pot-red-curry-lentils,veggie,0,
Crispy Black Bean Tacos with Cilantro Lime Sauce,https://pinchofyum.com/crispy-black-bean-tacos-with-cilantro-lime-sauce,veggie,0,
Kimchi Fried Rice,https://www.tasteofhome.com/recipes/kimchi-fried-rice/?fbclid=IwAR1GT8a_d4QlqWaY8mauHOBqK_JlPLsB_0pgBPQYUDDwzq1mRu-q2anXkt8,veggie,0,
Greek Salad,https://www.food.com/recipe/greek-salad-26384,veggie,0,
Shohei's BEST Mac'n'Cheese,https://drive.google.com/file/d/1wSWrFVQFFmX150bemuMEC1cjTkTNtaet/view,veggie,0,
Delicious Beet Salad Recipe with Feta & Pistachios,https://www.feastingathome.com/beet-salad-with-feta/,veggie,0,
Vegan Caesar Pasta Salad with Chickpeas,https://www.emilieeats.com/chickpea-caesar-pasta-salad-vegan-gluten-free/,veggie,0,
Instant Pot Minestrone Soup,https://lifemadesweeter.com/instant-pot-minestrone-soup/,veggie,0,
Ratatouille,https://www.bingingwithbabish.com/recipes/2017/5/5/ratatouille,veggie,0,
Warm Lentils with Wilted Chard, Roasted Beets and Goat Cheese,https://www.feastingathome.com/warm-lentils-wilted-chard-roasted-beets-and-goat-cheese/#tasty-recipes-15067-jump-target,veggie,0,
One Pot Veggie Pasta,https://www.budgetbytes.com/one-pot-veggie-pasta/,veggie,0,
Rack of Lamb With Garlic and Herbs,https://www.epicurious.com/recipes/food/views/rack-of-lamb-with-garlic-and-herbs-1222178,other,0,
Lemon Vinaigrette,https://www.loveandlemons.com/lemon-vinaigrette/,other,0,
Six Easy Salmon Marinades,https://www.andianne.com/salmon-marinades/,other,0,
